Aseguradora,Plan,Edad,Sexo,Precio_Sano,Precio_Cronico
La Positiva Seguros,Medisalud Base,30,Ambos,2856.0,3276.0
La Positiva Seguros,Medisalud Base,31,Ambos,3156.0,3516.0
La Positiva Seguros,Medisalud Base,32,Ambos,3156.0,3516.0
La Positiva Seguros,Medisalud Base,33,Ambos,3156.0,3516.0
La Positiva Seguros,Medisalud Base,34,Ambos,3156.0,3516.0
La Positiva Seguros,Medisalud Base,35,Ambos,3156.0,3516.0
La Positiva Seguros,Medisalud Base,36,Ambos,3660.0,3912.0
La Positiva Seguros,Medisalud Base,37,Ambos,3660.0,3912.0
La Positiva Seguros,Medisalud Base,38,Ambos,3660.0,3912.0
La Positiva Seguros,Medisalud Base,39,Ambos,3660.0,3912.0
La Positiva Seguros,Medisalud Base,40,Ambos,3660.0,3912.0
La Positiva Seguros,Medisalud Base,41,Ambos,3780.0,4200.0
La Positiva Seguros,Medisalud Base,42,Ambos,4140.0,4848.0
La Positiva Seguros,Medisalud Base,43,Ambos,4260.0,5028.0
La Positiva Seguros,Medisalud Base,44,Ambos,4356.0,5100.0
La Positiva Seguros,Medisalud Base,45,Ambos,4428.0,5172.0
La Positiva Seguros,Medisalud Base,46,Ambos,4764.0,5520.0
La Positiva Seguros,Medisalud Base,47,Ambos,4764.0,5640.0
La Positiva Seguros,Medisalud Base,48,Ambos,4824.0,5748.0
La Positiva Seguros,Medisalud Base,49,Ambos,4920.0,5880.0
La Positiva Seguros,Medisalud Base,50,Ambos,5100.0,5976.0
La Positiva Seguros,Medisalud Base,51,Ambos,5652.0,6672.0
La Positiva Seguros,Medisalud Base,52,Ambos,6276.0,7272.0
La Positiva Seguros,Medisalud Base,53,Ambos,6828.0,8064.0
La Positiva Seguros,Medisalud Base,54,Ambos,6888.0,8148.0
La Positiva Seguros,Medisalud Base,55,Ambos,7500.0,8304.0
La Positiva Seguros,Medisalud Base,56,Ambos,7956.0,8796.0
La Positiva Seguros,Medisalud Base,57,Ambos,8052.0,9360.0
La Positiva Seguros,Medisalud Base,58,Ambos,8172.0,9492.0
La Positiva Seguros,Medisalud Base,59,Ambos,8616.0,9996.0
La Positiva Seguros,Medisalud Base,60,Ambos,9804.0,11148.0
La Positiva Seguros,Medisalud Base,61,Ambos,10392.0,12048.0
La Positiva Seguros,Medisalud Base,62,Ambos,11508.0,13356.0
La Positiva Seguros,Medisalud Base,63,Ambos,12420.0,14412.0
La Positiva Seguros,Medisalud Base,64,Ambos,13848.0,16068.0
La Positiva Seguros,Medisalud Base,65,Ambos,14508.0,16824.0
La Positiva Seguros,Medisalud Base,66,Ambos,15096.0,17520.0
La Positiva Seguros,Medisalud Base,67,Ambos,16284.0,18888.0
La Positiva Seguros,Medisalud Base,68,Ambos,17340.0,20100.0
La Positiva Seguros,Medisalud Base,69,Ambos,18132.0,21036.0
La Positiva Seguros,Medisalud Base,70,Ambos,18912.0,21936.0
La Positiva Seguros,Medisalud Base,71,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,72,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,73,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,74,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,75,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,76,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,77,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,78,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,79,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,80,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Base,81,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,0,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,1,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,2,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,3,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,4,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,5,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,6,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,7,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,8,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,9,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,10,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,11,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,12,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,13,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,14,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,15,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,16,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,17,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,18,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,19,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,20,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,21,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,22,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,23,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,24,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,25,Ambos,4128.0,4656.0
La Positiva Seguros,Medisalud,26,Ambos,4164.0,4668.0
La Positiva Seguros,Medisalud,27,Ambos,4164.0,4668.0
La Positiva Seguros,Medisalud,28,Ambos,4164.0,4668.0
La Positiva Seguros,Medisalud,29,Ambos,4164.0,4668.0
La Positiva Seguros,Medisalud,30,Ambos,4164.0,4668.0
La Positiva Seguros,Medisalud,31,Ambos,4176.0,4692.0
La Positiva Seguros,Medisalud,32,Ambos,4176.0,4692.0
La Positiva Seguros,Medisalud,33,Ambos,4176.0,4692.0
La Positiva Seguros,Medisalud,34,Ambos,4176.0,4692.0
La Positiva Seguros,Medisalud,35,Ambos,4176.0,4692.0
La Positiva Seguros,Medisalud,36,Ambos,4776.0,5268.0
La Positiva Seguros,Medisalud,37,Ambos,4776.0,5268.0
La Positiva Seguros,Medisalud,38,Ambos,4776.0,5268.0
La Positiva Seguros,Medisalud,39,Ambos,4776.0,5268.0
La Positiva Seguros,Medisalud,40,Ambos,4776.0,5268.0
La Positiva Seguros,Medisalud,41,Ambos,5508.0,6204.0
La Positiva Seguros,Medisalud,42,Ambos,5928.0,6588.0
La Positiva Seguros,Medisalud,43,Ambos,5976.0,6708.0
La Positiva Seguros,Medisalud,44,Ambos,6192.0,6948.0
La Positiva Seguros,Medisalud,45,Ambos,6300.0,7128.0
La Positiva Seguros,Medisalud,46,Ambos,6456.0,7392.0
La Positiva Seguros,Medisalud,47,Ambos,7032.0,7764.0
La Positiva Seguros,Medisalud,48,Ambos,7248.0,7968.0
La Positiva Seguros,Medisalud,49,Ambos,7476.0,8220.0
La Positiva Seguros,Medisalud,50,Ambos,7836.0,8964.0
La Positiva Seguros,Medisalud,51,Ambos,8268.0,9444.0
La Positiva Seguros,Medisalud,52,Ambos,8784.0,10188.0
La Positiva Seguros,Medisalud,53,Ambos,9132.0,10584.0
La Positiva Seguros,Medisalud,54,Ambos,9432.0,10944.0
La Positiva Seguros,Medisalud,55,Ambos,10332.0,11436.0
La Positiva Seguros,Medisalud,56,Ambos,10944.0,12168.0
La Positiva Seguros,Medisalud,57,Ambos,11352.0,12948.0
La Positiva Seguros,Medisalud,58,Ambos,11904.0,13572.0
La Positiva Seguros,Medisalud,59,Ambos,12312.0,14028.0
La Positiva Seguros,Medisalud,60,Ambos,12900.0,14664.0
La Positiva Seguros,Medisalud,61,Ambos,13440.0,15600.0
La Positiva Seguros,Medisalud,62,Ambos,14892.0,17268.0
La Positiva Seguros,Medisalud,63,Ambos,16080.0,18660.0
La Positiva Seguros,Medisalud,64,Ambos,17916.0,20784.0
La Positiva Seguros,Medisalud,65,Ambos,18732.0,21732.0
La Positiva Seguros,Medisalud,66,Ambos,19476.0,22596.0
La Positiva Seguros,Medisalud,67,Ambos,21060.0,24432.0
La Positiva Seguros,Medisalud,68,Ambos,22428.0,26016.0
La Positiva Seguros,Medisalud,69,Ambos,23436.0,27180.0
La Positiva Seguros,Medisalud,70,Ambos,24468.0,28932.0
La Positiva Seguros,Medisalud,71,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,72,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,73,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,74,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,75,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,76,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,77,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,78,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,79,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,80,Ambos,0.0,0.0
La Positiva Seguros,Medisalud,81,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,0,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,1,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,2,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,3,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,4,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,5,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,6,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,7,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,8,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,9,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,10,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,11,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,12,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,13,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,14,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,15,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,16,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,17,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,18,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,19,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,20,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,21,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,22,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,23,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,24,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,25,Ambos,4548.0,5016.0
La Positiva Seguros,Medisalud Plus,26,Ambos,4596.0,5064.0
La Positiva Seguros,Medisalud Plus,27,Ambos,4596.0,5064.0
La Positiva Seguros,Medisalud Plus,28,Ambos,4596.0,5064.0
La Positiva Seguros,Medisalud Plus,29,Ambos,4596.0,5064.0
La Positiva Seguros,Medisalud Plus,30,Ambos,4596.0,5064.0
La Positiva Seguros,Medisalud Plus,31,Ambos,5400.0,6264.0
La Positiva Seguros,Medisalud Plus,32,Ambos,5400.0,6264.0
La Positiva Seguros,Medisalud Plus,33,Ambos,5400.0,6264.0
La Positiva Seguros,Medisalud Plus,34,Ambos,5400.0,6264.0
La Positiva Seguros,Medisalud Plus,35,Ambos,5400.0,6264.0
La Positiva Seguros,Medisalud Plus,36,Ambos,5556.0,6708.0
La Positiva Seguros,Medisalud Plus,37,Ambos,5556.0,6708.0
La Positiva Seguros,Medisalud Plus,38,Ambos,5556.0,6708.0
La Positiva Seguros,Medisalud Plus,39,Ambos,5556.0,6708.0
La Positiva Seguros,Medisalud Plus,40,Ambos,5556.0,6708.0
La Positiva Seguros,Medisalud Plus,41,Ambos,6300.0,7368.0
La Positiva Seguros,Medisalud Plus,42,Ambos,6720.0,8064.0
La Positiva Seguros,Medisalud Plus,43,Ambos,7524.0,8640.0
La Positiva Seguros,Medisalud Plus,44,Ambos,7980.0,9132.0
La Positiva Seguros,Medisalud Plus,45,Ambos,8448.0,9840.0
La Positiva Seguros,Medisalud Plus,46,Ambos,8748.0,9972.0
La Positiva Seguros,Medisalud Plus,47,Ambos,9288.0,10428.0
La Positiva Seguros,Medisalud Plus,48,Ambos,9516.0,10824.0
La Positiva Seguros,Medisalud Plus,49,Ambos,9888.0,11424.0
La Positiva Seguros,Medisalud Plus,50,Ambos,10284.0,11892.0
La Positiva Seguros,Medisalud Plus,51,Ambos,10848.0,12516.0
La Positiva Seguros,Medisalud Plus,52,Ambos,11748.0,13224.0
La Positiva Seguros,Medisalud Plus,53,Ambos,11808.0,13272.0
La Positiva Seguros,Medisalud Plus,54,Ambos,12468.0,14076.0
La Positiva Seguros,Medisalud Plus,55,Ambos,13092.0,14700.0
La Positiva Seguros,Medisalud Plus,56,Ambos,13824.0,15528.0
La Positiva Seguros,Medisalud Plus,57,Ambos,14928.0,16752.0
La Positiva Seguros,Medisalud Plus,58,Ambos,15840.0,17712.0
La Positiva Seguros,Medisalud Plus,59,Ambos,16836.0,18828.0
La Positiva Seguros,Medisalud Plus,60,Ambos,17340.0,19200.0
La Positiva Seguros,Medisalud Plus,61,Ambos,18036.0,20388.0
La Positiva Seguros,Medisalud Plus,62,Ambos,18936.0,21396.0
La Positiva Seguros,Medisalud Plus,63,Ambos,20244.0,22872.0
La Positiva Seguros,Medisalud Plus,64,Ambos,21708.0,24528.0
La Positiva Seguros,Medisalud Plus,65,Ambos,23100.0,26112.0
La Positiva Seguros,Medisalud Plus,66,Ambos,25284.0,28572.0
La Positiva Seguros,Medisalud Plus,67,Ambos,27588.0,31176.0
La Positiva Seguros,Medisalud Plus,68,Ambos,29952.0,33852.0
La Positiva Seguros,Medisalud Plus,69,Ambos,32292.0,36480.0
La Positiva Seguros,Medisalud Plus,70,Ambos,34176.0,38628.0
La Positiva Seguros,Medisalud Plus,71,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,72,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,73,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,74,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,75,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,76,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,77,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,78,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,79,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,80,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Plus,81,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,0,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,1,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,2,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,3,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,4,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,5,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,6,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,7,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,8,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,9,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,10,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,11,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,12,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,13,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,14,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,15,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,16,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,17,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,18,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,19,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,20,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,21,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,22,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,23,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,24,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,25,Ambos,5484.0,5928.0
La Positiva Seguros,Medisalud Premium,26,Ambos,6192.0,6708.0
La Positiva Seguros,Medisalud Premium,27,Ambos,6192.0,6708.0
La Positiva Seguros,Medisalud Premium,28,Ambos,6192.0,6708.0
La Positiva Seguros,Medisalud Premium,29,Ambos,6192.0,6708.0
La Positiva Seguros,Medisalud Premium,30,Ambos,6192.0,6708.0
La Positiva Seguros,Medisalud Premium,31,Ambos,6996.0,7680.0
La Positiva Seguros,Medisalud Premium,32,Ambos,6996.0,7680.0
La Positiva Seguros,Medisalud Premium,33,Ambos,6996.0,7680.0
La Positiva Seguros,Medisalud Premium,34,Ambos,6996.0,7680.0
La Positiva Seguros,Medisalud Premium,35,Ambos,6996.0,7680.0
La Positiva Seguros,Medisalud Premium,36,Ambos,8196.0,8820.0
La Positiva Seguros,Medisalud Premium,37,Ambos,8196.0,8820.0
La Positiva Seguros,Medisalud Premium,38,Ambos,8196.0,8820.0
La Positiva Seguros,Medisalud Premium,39,Ambos,8196.0,8820.0
La Positiva Seguros,Medisalud Premium,40,Ambos,8196.0,8820.0
La Positiva Seguros,Medisalud Premium,41,Ambos,9000.0,9744.0
La Positiva Seguros,Medisalud Premium,42,Ambos,9756.0,10560.0
La Positiva Seguros,Medisalud Premium,43,Ambos,10524.0,11388.0
La Positiva Seguros,Medisalud Premium,44,Ambos,10896.0,11832.0
La Positiva Seguros,Medisalud Premium,45,Ambos,11196.0,12144.0
La Positiva Seguros,Medisalud Premium,46,Ambos,12108.0,13428.0
La Positiva Seguros,Medisalud Premium,47,Ambos,12684.0,14112.0
La Positiva Seguros,Medisalud Premium,48,Ambos,13140.0,14592.0
La Positiva Seguros,Medisalud Premium,49,Ambos,13548.0,15036.0
La Positiva Seguros,Medisalud Premium,50,Ambos,13716.0,15264.0
La Positiva Seguros,Medisalud Premium,51,Ambos,14136.0,15720.0
La Positiva Seguros,Medisalud Premium,52,Ambos,16392.0,18240.0
La Positiva Seguros,Medisalud Premium,53,Ambos,16584.0,18396.0
La Positiva Seguros,Medisalud Premium,54,Ambos,17028.0,18996.0
La Positiva Seguros,Medisalud Premium,55,Ambos,18264.0,20280.0
La Positiva Seguros,Medisalud Premium,56,Ambos,18540.0,20988.0
La Positiva Seguros,Medisalud Premium,57,Ambos,19596.0,21768.0
La Positiva Seguros,Medisalud Premium,58,Ambos,20808.0,23112.0
La Positiva Seguros,Medisalud Premium,59,Ambos,22080.0,24504.0
La Positiva Seguros,Medisalud Premium,60,Ambos,22980.0,25500.0
La Positiva Seguros,Medisalud Premium,61,Ambos,24348.0,27024.0
La Positiva Seguros,Medisalud Premium,62,Ambos,25740.0,28572.0
La Positiva Seguros,Medisalud Premium,63,Ambos,26964.0,30384.0
La Positiva Seguros,Medisalud Premium,64,Ambos,28812.0,32638.0
La Positiva Seguros,Medisalud Premium,65,Ambos,30816.0,34716.0
La Positiva Seguros,Medisalud Premium,66,Ambos,34572.0,38376.0
La Positiva Seguros,Medisalud Premium,67,Ambos,38028.0,42204.0
La Positiva Seguros,Medisalud Premium,68,Ambos,40260.0,44904.0
La Positiva Seguros,Medisalud Premium,69,Ambos,42780.0,48444.0
La Positiva Seguros,Medisalud Premium,70,Ambos,45864.0,51156.0
La Positiva Seguros,Medisalud Premium,71,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,72,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,73,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,74,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,75,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,76,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,77,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,78,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,79,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,80,Ambos,0.0,0.0
La Positiva Seguros,Medisalud Premium,81,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,0,Ambos,2251.0,0.0
Mapfre Seguros,Viva Salud,1,Ambos,1955.0,0.0
Mapfre Seguros,Viva Salud,2,Ambos,1768.0,0.0
Mapfre Seguros,Viva Salud,3,Ambos,1697.0,0.0
Mapfre Seguros,Viva Salud,4,Ambos,1716.0,0.0
Mapfre Seguros,Viva Salud,5,Ambos,1792.0,0.0
Mapfre Seguros,Viva Salud,6,Ambos,1892.0,0.0
Mapfre Seguros,Viva Salud,7,Ambos,2002.0,0.0
Mapfre Seguros,Viva Salud,8,Ambos,2114.0,0.0
Mapfre Seguros,Viva Salud,9,Ambos,2226.0,0.0
Mapfre Seguros,Viva Salud,10,Ambos,2337.0,0.0
Mapfre Seguros,Viva Salud,11,Ambos,2444.0,0.0
Mapfre Seguros,Viva Salud,12,Ambos,2546.0,0.0
Mapfre Seguros,Viva Salud,13,Ambos,2640.0,0.0
Mapfre Seguros,Viva Salud,14,Ambos,2729.0,0.0
Mapfre Seguros,Viva Salud,15,Ambos,28110.0,0.0
Mapfre Seguros,Viva Salud,16,Ambos,2886.0,0.0
Mapfre Seguros,Viva Salud,17,Ambos,2954.0,0.0
Mapfre Seguros,Viva Salud,18,Ambos,3017.0,0.0
Mapfre Seguros,Viva Salud,19,Ambos,3074.0,0.0
Mapfre Seguros,Viva Salud,20,Ambos,3130.0,0.0
Mapfre Seguros,Viva Salud,21,Ambos,3183.0,0.0
Mapfre Seguros,Viva Salud,22,Ambos,3235.0,0.0
Mapfre Seguros,Viva Salud,23,Ambos,3290.0,0.0
Mapfre Seguros,Viva Salud,24,Ambos,3346.0,0.0
Mapfre Seguros,Viva Salud,25,Ambos,3401.0,0.0
Mapfre Seguros,Viva Salud,26,Ambos,3454.0,0.0
Mapfre Seguros,Viva Salud,27,Ambos,3506.0,0.0
Mapfre Seguros,Viva Salud,28,Ambos,3557.0,0.0
Mapfre Seguros,Viva Salud,29,Ambos,3605.0,0.0
Mapfre Seguros,Viva Salud,30,Ambos,3656.0,0.0
Mapfre Seguros,Viva Salud,31,Ambos,3703.0,0.0
Mapfre Seguros,Viva Salud,32,Ambos,3751.0,0.0
Mapfre Seguros,Viva Salud,33,Ambos,3798.0,0.0
Mapfre Seguros,Viva Salud,34,Ambos,3850.0,0.0
Mapfre Seguros,Viva Salud,35,Ambos,3910.0,0.0
Mapfre Seguros,Viva Salud,36,Ambos,3981.0,0.0
Mapfre Seguros,Viva Salud,37,Ambos,4066.0,0.0
Mapfre Seguros,Viva Salud,38,Ambos,4168.0,0.0
Mapfre Seguros,Viva Salud,39,Ambos,4290.0,0.0
Mapfre Seguros,Viva Salud,40,Ambos,4435.0,0.0
Mapfre Seguros,Viva Salud,41,Ambos,4605.0,0.0
Mapfre Seguros,Viva Salud,42,Ambos,4798.0,0.0
Mapfre Seguros,Viva Salud,43,Ambos,5017.0,0.0
Mapfre Seguros,Viva Salud,44,Ambos,5256.0,0.0
Mapfre Seguros,Viva Salud,45,Ambos,5518.0,0.0
Mapfre Seguros,Viva Salud,46,Ambos,5799.0,0.0
Mapfre Seguros,Viva Salud,47,Ambos,6099.0,0.0
Mapfre Seguros,Viva Salud,48,Ambos,6414.0,0.0
Mapfre Seguros,Viva Salud,49,Ambos,6744.0,0.0
Mapfre Seguros,Viva Salud,50,Ambos,7088.0,0.0
Mapfre Seguros,Viva Salud,51,Ambos,7442.0,0.0
Mapfre Seguros,Viva Salud,52,Ambos,7809.0,0.0
Mapfre Seguros,Viva Salud,53,Ambos,8185.0,0.0
Mapfre Seguros,Viva Salud,54,Ambos,8572.0,0.0
Mapfre Seguros,Viva Salud,55,Ambos,8968.0,0.0
Mapfre Seguros,Viva Salud,56,Ambos,9372.0,0.0
Mapfre Seguros,Viva Salud,57,Ambos,9782.0,0.0
Mapfre Seguros,Viva Salud,58,Ambos,10196.0,0.0
Mapfre Seguros,Viva Salud,59,Ambos,10613.0,0.0
Mapfre Seguros,Viva Salud,60,Ambos,11031.0,0.0
Mapfre Seguros,Viva Salud,61,Ambos,11449.0,0.0
Mapfre Seguros,Viva Salud,62,Ambos,11863.0,0.0
Mapfre Seguros,Viva Salud,63,Ambos,12269.0,0.0
Mapfre Seguros,Viva Salud,64,Ambos,12663.0,0.0
Mapfre Seguros,Viva Salud,65,Ambos,13042.0,0.0
Mapfre Seguros,Viva Salud,66,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,67,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,68,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,69,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,70,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,71,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,72,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,73,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,74,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,75,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,76,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,77,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,78,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,79,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,80,Ambos,0.0,0.0
Mapfre Seguros,Viva Salud,81,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,0,Ambos,3098.0,0.0
Mapfre Seguros,Trébol Salud,1,Ambos,2693.0,0.0
Mapfre Seguros,Trébol Salud,2,Ambos,2421.0,0.0
Mapfre Seguros,Trébol Salud,3,Ambos,2309.0,0.0
Mapfre Seguros,Trébol Salud,4,Ambos,2326.0,0.0
Mapfre Seguros,Trébol Salud,5,Ambos,2423.0,0.0
Mapfre Seguros,Trébol Salud,6,Ambos,2556.0,0.0
Mapfre Seguros,Trébol Salud,7,Ambos,2702.0,0.0
Mapfre Seguros,Trébol Salud,8,Ambos,2850.0,0.0
Mapfre Seguros,Trébol Salud,9,Ambos,2999.0,0.0
Mapfre Seguros,Trébol Salud,10,Ambos,3146.0,0.0
Mapfre Seguros,Trébol Salud,11,Ambos,3288.0,0.0
Mapfre Seguros,Trébol Salud,12,Ambos,3424.0,0.0
Mapfre Seguros,Trébol Salud,13,Ambos,3550.0,0.0
Mapfre Seguros,Trébol Salud,14,Ambos,3669.0,0.0
Mapfre Seguros,Trébol Salud,15,Ambos,3779.0,0.0
Mapfre Seguros,Trébol Salud,16,Ambos,3879.0,0.0
Mapfre Seguros,Trébol Salud,17,Ambos,3972.0,0.0
Mapfre Seguros,Trébol Salud,18,Ambos,4059.0,0.0
Mapfre Seguros,Trébol Salud,19,Ambos,4139.0,0.0
Mapfre Seguros,Trébol Salud,20,Ambos,4215.0,0.0
Mapfre Seguros,Trébol Salud,21,Ambos,4290.0,0.0
Mapfre Seguros,Trébol Salud,22,Ambos,4364.0,0.0
Mapfre Seguros,Trébol Salud,23,Ambos,4441.0,0.0
Mapfre Seguros,Trébol Salud,24,Ambos,4518.0,0.0
Mapfre Seguros,Trébol Salud,25,Ambos,4595.0,0.0
Mapfre Seguros,Trébol Salud,26,Ambos,4672.0,0.0
